species_guess,iconic_taxon_name,count
Schiffornis veraepacis,Aves,1
Striped Burrowing Frog,Amphibia,1
Sooty-capped Babbler,Aves,1
Spot-winged Rosefinch,Aves,1
Schiffornis virescens,Aves,1
Strix nivicolum,Aves,1
Spot-breasted Antvireo,Aves,1
Straw-colored Fruit Bat,Mammalia,1
Savannahgors,Aves,1
Saw-billed Hermit,Aves,1
Spizella breweri,Aves,1
Spizella pallida,Aves,1
Saxicola caprata albonotatus,Aves,1
Saxicola ferreus ferreus,Aves,1
Spizella pusilla,Aves,1
Saxon Aerial Yellowjacket,Insecta,1
Southeast Asian Palm Civet,Mammalia,1
Splendid Glossy-starling,Aves,1
때까치속,Aves,1
South-western Free-tailed Bat,Mammalia,1
Sayornis nigricans,Aves,1
South-eastern Kurrichane Thrush,Aves,1
长翅姬蟋,Insecta,1
South-eastern Grey Currawong,Aves,1
Sturnella lilianae auropectoralis,Aves,1
Spizella Sparrows,Aves,1
Spot-billed Toucanet,Aves,1
Sturnus unicolor,Aves,1
Sardininė juodagalvė devynbalsė,Aves,1
Spitzmäuse,Mammalia,1
Stygian Owl,Aves,1
Southeastern Black-chinned Honeyeater,Aves,1
Satizabalus sodalis,Insecta,1
Sattelschrecke,Insecta,1
Saunders's Gull,Aves,1
Spix's Spinetail,Aves,1
Stutter-trilling Cricket,Insecta,1
Sauterelle cymbalière,Insecta,1
Sturz cântător,Aves,1
Savanna Elephant,Mammalia,1
Savanna Hawk,Aves,1
Sturnus vulgaris vulgaris,Aves,1
Spizaetus tyrannus,Aves,1
Splendid Starling,Aves,1
Sayornis phoebe,Aves,1
Saí-azul,Aves,1
Stuhlmann's Spiny Reed Frog,Amphibia,1
Sporophila lineola,Aves,1
Scaly-breasted Illadopsis,Aves,1
South Island Pied Oystercatcher,Aves,1
Strongylopus bonaespei,Amphibia,1
Scaly-breasted Wren,Aves,1
Scaly-headed Parrot,Aves,1
Sporophila morelleti morelleti,Aves,1
Scalycaps,Fungi,1
Scaphura,Insecta,1
黃腹琉璃,Aves,1
Strix woodfordii woodfordii,Aves,1
Scaphura elegans,Insecta,1
Spot-backed Antbird,Aves,1
Spot-bellied Eagle-Owl,Aves,1
Scaphura nigra,Insecta,1
Scaled Woodcreeper,Aves,1
Sporophila collaris,Aves,1
Scaled Quail × Northern Bobwhite,Aves,1
Saíra-de-Papo-Preto,Aves,1
长颚斗蟋,Insecta,1
Saíra pecho negro,Aves,1
South-eastern Banjo Frog,Amphibia,1
Stubble Quail,Aves,1
South-Western European Goldfinch,Aves,1
South Polar Skua,Aves,1
Saíra-douradinha,Aves,1
黃腹仙鶲,Aves,1
Sporophila,Aves,1
黃腰柳鶯,Aves,1
South Island Takahe,Aves,1
Strumieniówka,Aves,1
Scale-crested Pygmy-Tyrant,Aves,1
Scaled Piculet,Aves,1
Sookurg,Aves,1
Schmidts Grüne Strauchschrecke,Insecta,1
Schmuckreiher,Aves,1
Scinax staufferi,Amphibia,1
Spotted Laughingthrush,Aves,1
Streak-throated Bush-Tyrant,Aves,1
Spotted Marsh Frog,Amphibia,1
Spotted Orbweaver,Arachnida,1
Snor,Aves,1
Sniper,Aves,1
Spotted Owlet,Aves,1
검은등뻐꾸기,Aves,1
Streak-headed Woodcreeper,Aves,1
Smooth-coated Otter,Mammalia,1
Streak-headed Antbird,Aves,1
Streak-fronted Thornbird,Aves,1
鼻优草螽,Insecta,1
Smooth Toadlet,Amphibia,1
Scissor-tailed Nightjar,Aves,1
青蛉蛄,Insecta,1
Spotted Hyena,Mammalia,1
Strigiformes,Aves,1
Snow Partridge,Aves,1
Scinax hayii,Amphibia,1
Spotted Ground Cricket,Insecta,1
Scinax imbegue,Amphibia,1
Scinax nebulosus,Amphibia,1
Scinax nébuleux,Amphibia,1
곤충강,Insecta,1
Scinax oreites,Amphibia,1
Spotted Ground Squirrel,Mammalia,1
Scinax rogerioi,Amphibia,1
Scinax similis,Amphibia,1
Spotted Hyaena,Mammalia,1
Snowy Owl,Aves,1
Streak-throated Swallow,Aves,1
黃頸蝠,Mammalia,1
Scinax squalirostris,Amphibia,1
Smooth Field Sowthistle,Plantae,1
Smooth Brome,Plantae,1
鼩鼱科 (尖鼠科),Mammalia,1
Sciuridae,Mammalia,1
Small passerine species incl Superb blue wren and Willy Wagtail in low Eucalypt canopy and native shrubs on side of tributary river,Aves,1
Scleroptila afra,Aves,1
Sclerurus obscurior,Aves,1
黑鸫,Aves,1
Sclerurus scansor cearensis,Aves,1
Small Tree-Finch,Aves,1
Small Tortoiseshell,Insecta,1
Small Shearwaters,Aves,1
Sclerurus scansor scansor,Aves,1
Scolopax minor,Aves,1
Spotted Rubber Frog,Amphibia,1
Scolopendra morsitans,Animalia,1
Straw-colored fruit bat,Mammalia,1
鱼鸦,Aves,1
Scolytinae,Insecta,1
Sclerophrys gutturalis,Amphibia,1
Small ridged frog,Amphibia,1
Streak-backed Canastero,Aves,1
Sciurus niger,Mammalia,1
Sciurus anomalus,Mammalia,1
Smoke-colored Pewee,Aves,1
Sciurus griseus,Mammalia,1
Sciurus ignitus,Mammalia,1
Spotted Pine Sawyer,Insecta,1
Streak-capped Treehunter,Aves,1
Sciurus niger limitis,Mammalia,1
Small-billed Elaenia,Aves,1
Smilisca sila,Amphibia,1
Sciurus variegatoides,Mammalia,1
Sclerogryllus punctatus,Insecta,1
Smilisca phaeota,Amphibia,1
Smilisca Tree Frogs,Amphibia,1
Small-eared Greater Galago,Mammalia,1
Socotra Golden-winged Grosbeak,Aves,1
Streaked Spiderhunter,Aves,1
Streaked Tuftedcheek,Aves,1
鳥綱,Insecta,1
Song Sparrow · Gorrión Cantor,Aves,1
Schultze's Mountain Stream Frog,Amphibia,1
Schuppengrasmücke,Aves,1
Sommertangare,Aves,1
Striated Grasswren,Aves,1
Some kind of beatle or cricket (and then car noise),Insecta,1
Schwalben,Aves,1
Sombre Tit,Aves,1
Sombre Hummingbird,Aves,1
Somateria mollissima,Aves,1
Spotted Barbtail,Aves,1
Schwanengans,Aves,1
Spotted Catbird,Aves,1
Striated Grassbird (Javan),Aves,1
Solomon's-seal,Plantae,1
Song Wren,Aves,1
Schreibers Langflügelfledermaus,Mammalia,1
Song thrush,Aves,1
Stridulating Slantface Grasshoppers,Insecta,1
雅氏指蝉,Insecta,1
Schnatterente,Aves,1
Schneeammer,Aves,1
Schneegans,Aves,1
Sonoran Gopher Snake,Reptilia,1
Schneider's Pitta,Aves,1
Schneider's Toad,Amphibia,1
青树蟋,Insecta,1
Spotted Asparagus Beetle,Insecta,1
雙眉葦鶯,Aves,1
Schoeniophylax phryganophilus,Aves,1
까마귀과,Aves,1
Striated Prinia,Aves,1
Scholeksters,Aves,1
Solitário,Aves,1
Striated Fieldwren,Aves,1
Socotra Scops-Owl,Aves,1
Striated Bulbul,Aves,1
Streifen-Backenhörnchen,Mammalia,1
黃頭扇尾鶯,Aves,1
Scieroptera crocea,Insecta,1
Sokołowate,Aves,1
Scieroptera splendidula,Insecta,1
Scimitar-billed Woodcreeper,Aves,1
Streamer-tailed Tyrant,Aves,1
Sodinė devynbalsė,Aves,1
Scinax canto de cabra,Amphibia,1
Scinax de Boeseman,Amphibia,1
Scinax de Duellman,Amphibia,1
Streambank Froglet,Amphibia,1
Socotra Starling,Aves,1
Streaked Weaver,Aves,1
Scinax garbei,Amphibia,1
Schönes Frauenhaarmoos,Plantae,1
귀뚜라미과,Insecta,1
Spotted Elachura,Aves,1
Strepera versicolor,Aves,1
Streptoprocne zonaris,Aves,1
Solidago virgaurea,Plantae,1
Streptopelia turtur,Aves,1
青背山雀(台灣亞種),Aves,1
Streptopelia tranquebarica humilis,Aves,1
Soldier Grasshopper,Insecta,1
Solar Eclipse 2024,Animalia,1
Streifenbrusttimalie,Aves,1
Strepera graculina,Aves,1
Streifenköpfige Schwanzmeise,Aves,1
Streifenkopf-Schwanzmeise,Aves,1
Solanum,Plantae,1
Streifengans,Aves,1
Schwarzschwanzdegenschnäbler,Aves,1
Southern Yellow-cheeked Gibbon,Mammalia,1
沼水蛙,Amphibia,1
Swamp sparrow,Aves,1
pheasants tail,Plantae,1
pond bat,Mammalia,1
pristimantis,Amphibia,1
psilopogon auricularis,Aves,1
punarintarastas,Aves,1
purple loosestrife,Plantae,1
purple-naped spiderhunter,Aves,1
purple-stemmed angelica,Plantae,1
puštík obecný,Aves,1
pájaro,Aves,1
pájaro negro,Aves,1
pěnice bělohrdlá,Aves,1
中华仙鹟,Aves,1
东黄鸲鹟,Aves,1
pěvuška modrá,Aves,1
rabbitfoot clover,Plantae,1
ワダン,Plantae,1
radiator plants,Plantae,1
poison hemlock,Plantae,1
pluvier siffleur,Aves,1
plantas,Plantae,1
pine warbler,Aves,1
pico mediano,Aves,1
pie d'Amérique,Aves,1
井冈山角蟾,Amphibia,1
pijuí pizarroso,Aves,1
pikkukajava,Aves,1
pikkukultarinta,Aves,1
pin rouge,Plantae,1
pineapple-weed,Plantae,1
plantains,Plantae,1
云南柳莺,Aves,1
pinka obyčajná,Aves,1
pipistrello pigmeo,Mammalia,1
丽星鹩鹛,Aves,1
pipit d'Amérique,Aves,1
pisila čáponohá,Aves,1
plant,Plantae,1
ルリノジコ,Aves,1
rainette versicolore,Amphibia,1
rana arboricola narizona de boulenger,Amphibia,1
ヤッコソウ,Plantae,1
rhinella marina,Amphibia,1
rimu,Plantae,1
robin,Aves,1
rock harlequin,Plantae,1
roitelet à couronne rubis,Aves,1
ropucha zelená,Amphibia,1
rose-scented geranium,Plantae,1
roses,Plantae,1
reinita de nashville,Aves,1
rough cocklebur,Plantae,1
rough horsetail,Plantae,1
ruby crowned kinglet and another larger bird in pic that just chirped,Aves,1
ruby-crowned kinglet,Aves,1
rufa-group Wood Ants,Insecta,1
ruokokerttuset,Aves,1
rupikonna,Amphibia,1
resurrection fern,Plantae,1
reed canary grass,Plantae,1
rana arborícola enmascarada,Amphibia,1
rana de vidrio de chiriquí,Amphibia,1
rana arborícola hocico oliva,Amphibia,1
rana chirriadora pipilo,Amphibia,1
rana de campanilla común,Amphibia,1
ヤマアカガエル,Amphibia,1
rana de cristal de manchas doradas,Amphibia,1
ヤブサメ,Aves,1
rana de labio turbo blanco,Amphibia,1
rana ladrona de noble,Amphibia,1
red-backed toadlet,Amphibia,1
rana pico de pato del Pacífico,Amphibia,1
ranas verdes del Viejo Mundo,Amphibia,1
red fox sparrow,Aves,1
red oaks,Plantae,1
red pine,Plantae,1
red pinwheel,Fungi,1
red squirrel,Mammalia,1
pickerelweed,Plantae,1
phainopepla,Aves,1
zpěvný pták,Aves,1
petirrojo euroasiático,Aves,1
myotis sp.,Mammalia,1
劍尾亞目,Insecta,1
mésange bicolore,Aves,1
mésange à tête brune,Aves,1
narrow-leaved purple coneflower,Plantae,1
凤头蜂鹰,Aves,1
nattergal,Aves,1
nawa,Aves,1
nebraska conehead katydid,Insecta,1
netopýr rezavý,Mammalia,1
nettles,Plantae,1
north island kaka,Aves,1
northern bush honeysuckle,Plantae,1
northern cardinal,Aves,1
northern parula,Aves,1
northern whitecedar,Plantae,1
冠纹柳莺,Aves,1
myophonus robinsoni,Aves,1
muuttohaukka,Aves,1
mustelids?,Animalia,1
moth mullein,Plantae,1
merisirri,Aves,1
metsätammi,Plantae,1
micrastur semitorquatus,Aves,1
milano negro de orejas negras,Aves,1
mimic bird,Aves,1
mirlo,Aves,1
mnicha,Aves,1
mountain laurel,Plantae,1
加拿大雁,Aves,1
mountain wren,Aves,1
mouse ear hawkweeds,Plantae,1
mudobber wasp nest,Insecta,1
mule fat,Plantae,1
murciélago amarillo yucateco,Mammalia,1
musk thistle,Plantae,1
mustapäätasku,Aves,1
nyctalus leisleri,Mammalia,1
nádi tücsökmadár,Aves,1
nílusi lúd,Aves,1
passerin azuré,Aves,1
paruline rayée,Aves,1
倭花鼠,Mammalia,1
paruline tigrée,Aves,1
paruline à capuchon,Aves,1
paruline à gorge grise,Aves,1
passaro laranja com bico preto,Aves,1
passeriformes,Aves,1
pato zambullidor grande,Aves,1
八哥属,Aves,1
pensassirkkalintu,Aves,1
pensassirkku,Aves,1
侧褶蛙属,Amphibia,1
pensasvarpunen,Aves,1
perdiz dáurica,Aves,1
pererequinha-verde,Amphibia,1
persimmon family,Plantae,1
paruline orangée,Aves,1
paruline des pins,Aves,1
oaks,Plantae,1
otarie de Californie,Mammalia,1
oie cendrée domestique,Aves,1
oie rieuse,Aves,1
八重山螂蝉,Insecta,1
oriolo degli orti,Aves,1
orthotomus sepium sepium,Aves,1
osprey,Aves,1
ostrożeń warzywny,Plantae,1
otarie de Steller,Mammalia,1
paruline de Kirtland,Aves,1
八聲杜鵑,Aves,1
ořešník kropenatý,Aves,1
pajzsos cankó,Aves,1
pallid bat,Mammalia,1
paloma zurita,Aves,1
papamoscas rayado chico,Aves,1
papoušek mniší,Aves,1
rákosník zpěvný,Aves,1
saltador garganta ocre,Aves,1
saltador gris mesoamericano,Aves,1
モリオカメコオロギ,Insecta,1
trädlärka,Aves,1
tucanete culirrojo,Aves,1
tulipäähippiäinen,Aves,1
two-color rabbit tobacco,Plantae,1
tättingar,Aves,1
töyhtökiuru,Aves,1
uivelo,Aves,1
valkokorvabulbuli,Aves,1
マダラコオロギ,Insecta,1
valkoposkitiira,Aves,1
vanlig markblomsterflue,Insecta,1
varpuset,Aves,1
varsler,Aves,1
vascular plants,Plantae,1
veverka obecná,Mammalia,1
vihersammakot,Amphibia,1
violet family,Plantae,1
trznadel rudogłowy,Aves,1
troglodyte des marais,Aves,1
tricolored blackbird,Aves,1
tiny diving birds tweeting,Aves,1
tansy,Plantae,1
tarin des pins,Aves,1
taviokuurna,Aves,1
tea viburnum,Plantae,1
thistles,Plantae,1
tikkalinnut,Aves,1
tiluchí,Aves,1
titirijí gorjinegro,Aves,1
trees,Plantae,1
tocuyo sparrow,Aves,1
tororoí ondoso,Aves,1
ミゾゴイ,Aves,1
totara,Plantae,1
tree,Plantae,1
tree swallow,Aves,1
tree-of-heaven,Plantae,1
viréo à moustaches,Aves,1
vlaštovka obecná,Aves,1
ボルチモアムクドリモドキ,Aves,1
winter wren,Aves,1
white-tipped quetzal,Aves,1
white-whiskered spinetail,Aves,1
wild carrot,Plantae,1
wild geranium,Plantae,1
wild marigold,Plantae,1
wild sarsaparilla,Plantae,1
wild strawberry,Plantae,1
wood frog in background of peepers,Amphibia,1
white mulberry,Plantae,1
wood frogs,Amphibia,1
yellow bird,Aves,1
yellow lady's slipper,Plantae,1
yellow trout lily,Plantae,1
yerbera de El Cabo,Aves,1
yöhaikara,Aves,1
zoborožec Hartlaubův,Aves,1
white stonecrop,Plantae,1
white fawnlily,Plantae,1
volavka bílá,Aves,1
vänderötter,Plantae,1
vrabec domový,Aves,1
vrana popolavá,Aves,1
vrifuru,Plantae,1
vrána černá,Aves,1
"vrána, krkavec, havran, kavka",Aves,1
vulture,Aves,1
vuorihemppo,Aves,1
water chestnut,Plantae,1
white campion,Plantae,1
water horehounds,Plantae,1
weebill,Aves,1
western Tanager,Aves,1
western hemlock,Plantae,1
western redcedar,Plantae,1
"what makes this sound; crickets, frogs???",Insecta,1
white ash,Plantae,1
tangara vermillon,Aves,1
tangara hombriblanca,Aves,1
tammitikka,Aves,1
siipat,Mammalia,1
semillero cuelliblanco,Aves,1
sepelhanhi,Aves,1
sharpwing monkeyflower,Plantae,1
shield ferns,Plantae,1
short-tailed pygmy-tyrant,Aves,1
siepot,Aves,1
sieweczka rzeczna,Aves,1
sikora uboga,Aves,1
scinax,Amphibia,1
silkkikerttunen,Aves,1
silver birch,Plantae,1
silver maple,Plantae,1
sirkut,Aves,1
sizerin flammé,Aves,1
sjögroda,Amphibia,1
skokan hnědý,Amphibia,1
screaming tree frog,Amphibia,1
scarlet tanager,Aves,1
ムクドリねぐらいり,Aves,1
saranče luční,Insecta,1
saltarin amarillo,Aves,1
saltator atriceps,Aves,1
sand frogs,Amphibia,1
sanhaço-do-coqueiro,Aves,1
sapo,Amphibia,1
sapo amarillo,Amphibia,1
saranče dlouhokřídlá,Insecta,1
saranče mokřadní,Insecta,1
scarlet minivet,Aves,1
saranče měnlivá,Insecta,1
saranče obecná,Insecta,1
saranče páskovaná,Insecta,1
saranče rudonohá,Insecta,1
saranče širokokřídlá,Insecta,1
sarvipöllö,Aves,1
sauterelle à grandes ailes,Insecta,1
skřivan lesní,Aves,1
slavík obecný,Aves,1
tamia rayé,Mammalia,1
székicsér,Aves,1
sultanotu,Plantae,1
surucuá-dourado-da-amazônia,Aves,1
svartprickig sparrisbagge,Insecta,1
swainson thrush,Aves,1
swainson's thrush,Aves,1
swamp chestnut oak,Plantae,1
syncopated scaly cricket,Insecta,1
sárga billegető,Aves,1
strange sounding insect(?),Insecta,1
ミヤコドリ,Aves,1
sýkorka veľká,Aves,1
sýkorovití,Aves,1
tadarida teniotis,Mammalia,1
tall flatsedge,Plantae,1
tall goldenrod,Plantae,1
tamarín běloruký,Mammalia,1
strnádka žltá,Aves,1
strakapoud velký středoevropský,Aves,1
slender-billed crow,Aves,1
spilornis kinabaluensis,Aves,1
sleziník routička,Plantae,1
slåttergräshoppa,Insecta,1
smoketrees,Plantae,1
sojka tyrkysová,Aves,1
solitary sandpiper,Aves,1
song sparrow,Aves,1
sonido ave,Animalia,1
spiny hackberry,Plantae,1
strakapoud malý,Aves,1
spotted fantail,Aves,1
spring peepers,Amphibia,1
spruces,Plantae,1
spurvehauk,Aves,1
squirrel,Mammalia,1
sterpazzola comune,Aves,1
stickseed,Plantae,1
merimetso,Aves,1
mehiläissyöjä,Aves,1
mastruz,Plantae,1
喜鵲,Aves,1
cajun chorus frog,Amphibia,1
can't see the bird,Aves,1
canard branchu,Aves,1
canard domestique,Aves,1
canyon wren,Aves,1
夜鹭,Aves,1
canário do brejo,Aves,1
cappellaccia,Aves,1
cardemine penzesii,Plantae,1
cardinale rosso,Aves,1
carpintero de La Española,Aves,1
catalina crossosoma,Plantae,1
catita aliazul,Aves,1
壮马蝉,Insecta,1
cattail family,Plantae,1
cerquero cabecinegro,Aves,1
cerquero negrilistado,Aves,1
caica de páramo,Aves,1
cactus ferruginous pygmy-owl,Aves,1
bécassine de Wilson,Aves,1
大嘴乌鸦,Aves,1
bourdon fébrile,Insecta,1
boxelder,Plantae,1
brambles,Plantae,1
brandkronad kungsfågel,Aves,1
brhlík lesní,Aves,1
broadleaf cattail,Plantae,1
bronzed drongo,Aves,1
bruant des champs,Aves,1
bush crickets,Insecta,1
大卷尾(台灣亞種),Aves,1
bruant des plaines,Aves,1
bruant vespéral,Aves,1
buco bigotudo,Aves,1
budníček lesní,Aves,1
budníčkovití,Aves,1
burdocks,Plantae,1
chaboclo de pecho blanco,Aves,1
chanterelles,Fungi,1
chaparral whitethorn,Plantae,1
cope's gray tree frog,Amphibia,1
common daisy,Plantae,1
common milkweed,Plantae,1
common ninebark,Plantae,1
common sneezeweed,Plantae,1
common tern,Aves,1
common wrinkle-leaved goldenrod,Plantae,1
coot,Aves,1
coracina striata striata,Aves,1
commen cuckoo,Aves,1
cotorra montañera,Aves,1
crane-fly orchid,Plantae,1
creeping snowberry,Plantae,1
criquet des marais,Insecta,1
crixkete,Insecta,1
crotale des bois,Reptilia,1
cucarachero ondeado,Aves,1
common cowparsnip,Plantae,1
columbines,Plantae,1
chauve-souris argentée,Mammalia,1
churrín negruzco,Aves,1
chauve-souris pygmée,Mammalia,1
堀川氏棕蝠,Mammalia,1
四聲杜鵑,Aves,1
chiurlo maggiore,Aves,1
噪眉科 · 噪眉科,Aves,1
噪眉屬,Aves,1
chochos de ratón,Plantae,1
chápan středoamerický,Mammalia,1
coleoptera,Insecta,1
cicada,Plantae,1
cinnamon fern,Plantae,1
citreoline trogon,Aves,1
cliff chirping frog,Amphibia,1
coast live oak,Plantae,1
coastal burnweed,Plantae,1
cogujadas,Aves,1
bottlebrush squirrel tail grass,Plantae,1
borrachero,Plantae,1
borowiec wielki,Mammalia,1
andarríos chico,Aves,1
aitokirvarit,Insecta,1
alcaudón norteño canario,Aves,1
alouatta pigra,Mammalia,1
alternate-leaved dogwood,Plantae,1
amazon,Aves,1
amazone aourou,Aves,1
american redstart,Aves,1
annual fleabane,Plantae,1
aguililla,Aves,1
apodemus,Mammalia,1
aquatic plants,Plantae,1
aranymálinkó,Aves,1
arapaçu de bico comprido,Aves,1
aratinga cabeciazul,Aves,1
arboreal desert field cricket,Insecta,1
arborophila davidi,Aves,1
aigrette neigeuse,Aves,1
absinthe wormwood,Plantae,1
arroyo lupine,Plantae,1
Zweifarbige Beissschrecke,Insecta,1
Zudella kau,Insecta,1
Zuid-Afrikaanse Zeebeer,Mammalia,1
Zumbador mexicano,Aves,1
Zwarte Spreeuw,Aves,1
Zwarte wouw,Aves,1
Zwarthandslingeraap,Mammalia,1
Zweifarbfledermaus,Mammalia,1
大盘尾,Aves,1
Zyliniai,Aves,1
大白鷺,Aves,1
Zwergmöwe,Aves,1
Zwergpfeifgans,Aves,1
Zwergseeschwalbe,Aves,1
Zwergseeschwalbe-sinensis,Aves,1
Zwierzęta,Animalia,1
大白蟻屬,Insecta,1
arohiirihaukka,Aves,1
ater-group Arion Slugs,Mollusca,1
boobook,Aves,1
black winged cowbird,Aves,1
bird,Animalia,1
大尾鷯哥,Aves,1
bittersweet nightshade,Plantae,1
black bird with what seemed black/dark beak,Aves,1
black oak,Plantae,1
black raspberry,Plantae,1
black throtef green warbler,Aves,1
black-capped Babbler,Aves,1
birch polypore,Fungi,1
black-eyed Susan,Plantae,1
black-nosed conehead,Insecta,1
blackcapped chickadee,Aves,1
blackwood,Plantae,1
blue plumbago,Plantae,1
bobr evropský,Mammalia,1
bogota rail,Aves,1
birches,Plantae,1
bigpod ceanothus,Plantae,1
ave chaynita,Aves,1
basswood,Plantae,1
avens,Plantae,1
balkaninuunilintu,Aves,1
ballmoss,Plantae,1
大杜鵑,Aves,1
balsam fir,Plantae,1
barbasco,Plantae,1
barkóscinege,Aves,1
batará crestinegro,Aves,1
bigleaf maple,Plantae,1
batará pizarroso occidental​,Aves,1
bažant obecný,Aves,1
beach naupaka,Plantae,1
bekyně zlatořitná,Insecta,1
bela pastirica,Aves,1
bernache nonnette,Aves,1
bewr,Aves,1
cucarachero pechihabano,Aves,1
cucarachero pechirrufo,Aves,1
martin-pêcheur d'Amérique,Aves,1
cuco ardilla menor,Aves,1
huvi,Aves,1
hvitryggspett,Aves,1
半翅目,Insecta,1
hypogramma hypogrammicum,Aves,1
iduna pallida,Aves,1
idänhepokatti,Insecta,1
idänuunilintu,Aves,1
jaseur boréal,Aves,1
jauhopukit,Insecta,1
jestřábovití,Aves,1
junco ardoisé,Aves,1
kajka mořská,Aves,1
kanepilind,Aves,1
kanárik poľný,Aves,1
kehrääjä,Aves,1
keltahemppo,Aves,1
killdeer,Aves,1
hulman tmavý,Mammalia,1
huacatay,Plantae,1
hrdlička zahradní,Aves,1
hernit thrush,Aves,1
harkályok,Aves,1
harmaahanhet,Aves,1
havran polní,Aves,1
hawk,Aves,1
hawk or falcon,Aves,1
heart-leaved willow,Plantae,1
hermit thrush,Aves,1
hewa,Aves,1
howr,Aves,1
high-latitude oaks,Plantae,1
hippolais pallida,Aves,1
hirondelle noire,Aves,1
hirondelle à ailes hérissées,Aves,1
hirondelle à front blanc,Aves,1
hoary bat,Mammalia,1
hormiguerito amazónico,Aves,1
kis vöcsök,Aves,1
klockgroda,Amphibia,1
kobylka křovištní,Insecta,1
lövgroda,Amphibia,1
lelkoun soví,Aves,1
lichmera indistincta limbata,Aves,1
"lindens, basswoods, and lime trees",Plantae,1
linduška lesní,Aves,1
linduška lesní evropská,Aves,1
liseron des champs,Plantae,1
lodgepole pine,Plantae,1
lövsångare,Aves,1
lebbeck,Plantae,1
løvmeis,Aves,1
magyar tarsza,Insecta,1
makolągwa,Aves,1
malva,Plantae,1
北仑姬蛙,Amphibia,1
maples,Plantae,1
marsh warbler,Aves,1
ledňáček říční,Aves,1
least pipistrelle,Mammalia,1
北方狭口蛙,Amphibia,1
kukačka obecná,Aves,1
kobylka luční,Insecta,1
kobylka malá,Insecta,1
konipas horský,Aves,1
koroptev polní,Aves,1
kotul rudohřbetý,Mammalia,1
králíček ohnivý,Aves,1
kuhankeittäjä,Aves,1
kulík říční,Aves,1
leafy mistletoes,Plantae,1
kuningaskalastaja,Aves,1
kusu horský,Mammalia,1
kyyhkyt,Aves,1
käpylinnut,Aves,1
kôrovník dlhoprstý,Aves,1
laced Woodpecker,Aves,1
large mammal,Mammalia,1
hairy vetch,Plantae,1
hainan Blue Flycatcher,Aves,1
gólyatöcs,Aves,1
"evening primroses, sundrops, and beeblossoms",Plantae,1
drozd čvíkotavý,Aves,1
dwarf raspberry,Plantae,1
dąb szypułkowy,Plantae,1
eastern skunk cabbage,Plantae,1
eastern white pine,Plantae,1
engveps,Insecta,1
espiguero negriblanco,Aves,1
fall phlox,Plantae,1
dowo,Aves,1
feather mosses,Plantae,1
fiofío chileno,Aves,1
fish-eating bat,Mammalia,1
台灣白面鼯鼠,Mammalia,1
flagspætte,Aves,1
flavescent flycatcher,Aves,1
foltos nádiposzáta,Aves,1
drozd kvíčala,Aves,1
domači vrabec,Aves,1
fragon faux-houx,Plantae,1
cygne siffleur,Aves,1
curled dock,Plantae,1
curruca tomillera insular,Aves,1
cururo,Mammalia,1
cvrček dvojskrvrnný,Insecta,1
cvrček jižní,Insecta,1
cvrček polní,Insecta,1
cvrčilka slavíková,Aves,1
daylilies,Plantae,1
dolgorepka,Aves,1
desert false indigo,Plantae,1
dicrurus densus vicinus,Aves,1
djur,Animalia,1
dlask tlustozobý,Aves,1
docks and sorrels,Plantae,1
dogfennel,Plantae,1
dogwoods,Plantae,1
four-ridged toad,Amphibia,1
fret kočičí,Mammalia,1
gulfläckig sparrisbagge,Insecta,1
green woodpecker,Aves,1
原指樹蛙屬,Amphibia,1
great horsetail,Plantae,1
厚嘴苇莺,Aves,1
卡罗苇鹪鹩,Aves,1
great kiskadee,Aves,1
great rhododendron,Plantae,1
green frog,Amphibia,1
华星天牛,Insecta,1
叉尾太陽鳥(華南亞種),Aves,1
华南冠纹柳莺,Aves,1
greenhall's dog-faced bat,Mammalia,1
grenouille léopard,Amphibia,1
grillon à cornes noires,Insecta,1
grosbeak,Aves,1
ground-ivy,Plantae,1
grue blanche,Aves,1
叉尾太阳鸟,Aves,1
双角犀鸟,Aves,1
frogfruits,Plantae,1
gorrión moruno occidental,Aves,1
genévrier commun,Plantae,1
台灣棘腳斯,Insecta,1
giant reed,Plantae,1
gibon lar,Mammalia,1
台灣山鷓鴣,Aves,1
goat willow,Plantae,1
gorgebleue à miroir,Aves,1
双领鸻,Aves,1
great blue lobelia,Plantae,1
grackle,Aves,1
graminia,Plantae,1
granada cordelina,Plantae,1
grass snake,Reptilia,1
"grasses, sedges, cattails, and allies",Plantae,1
grasshopper,Insecta,1
gray reindeer lichen,Fungi,1
zoborožec naříkavý,Aves,1
ホルストガエル,Amphibia,1
Swan Goose,Aves,1
